quantity,Date,Region
522,2020-05-29,west
573,2020-05-29,north
500,2020-05-29,south
593,2020-05-29,east
562,2020-05-29,west
538,2020-05-29,north
514,2020-05-29,south
556,2020-05-29,east
597,2020-05-29,west
514,2020-05-29,north
549,2020-05-29,south
549,2020-05-29,east
590,2020-05-29,west
507,2020-05-29,north
508,2020-05-29,south
526,2020-05-29,east
560,2020-05-29,west
552,2020-05-29,north
594,2020-05-29,south
563,2020-05-29,east
530,2020-05-29,west
558,2020-05-29,north
540,2020-05-29,south
569,2020-05-29,east
541,2020-05-29,west
533,2020-05-30,north
596,2020-05-30,south
581,2020-05-30,east
549,2020-05-30,west
554,2020-05-30,north
573,2020-05-30,south
504,2020-05-30,east
538,2020-05-30,west
511,2020-05-30,north
548,2020-05-30,south
552,2020-05-30,east
590,2020-05-30,west
589,2020-05-30,north
528,2020-05-30,south
560,2020-05-30,east
511,2020-05-30,west
527,2020-05-30,north
573,2020-05-30,south
551,2020-05-30,east
591,2020-05-30,west
582,2020-05-30,north
560,2020-05-30,south
574,2020-05-30,east
545,2020-05-30,west
564,2020-05-30,north
581,2020-05-30,south
563,2020-05-30,east
525,2020-05-30,west
522,2020-05-31,north
536,2020-05-31,south
597,2020-05-31,east
588,2020-05-31,west
558,2020-05-31,north
551,2020-05-31,south
581,2020-05-31,east
561,2020-05-31,west
560,2020-05-31,north
526,2020-05-31,south
571,2020-05-31,east
574,2020-05-31,west
522,2020-05-31,north
575,2020-05-31,south
572,2020-05-31,east
517,2020-05-31,west
582,2020-05-31,north
581,2020-05-31,south
556,2020-05-31,east
522,2020-05-31,west
510,2020-05-31,north
524,2020-05-31,south
521,2020-05-31,east
596,2020-05-31,west
587,2020-05-31,north
589,2020-05-31,south
562,2020-05-31,east
580,2020-05-31,west
584,2020-06-01,north
536,2020-06-01,south
518,2020-06-01,east
570,2020-06-01,west
576,2020-06-01,north
596,2020-06-01,south
558,2020-06-01,east
589,2020-06-01,west
543,2020-06-01,north
575,2020-06-01,south
573,2020-06-01,east
549,2020-06-01,west
572,2020-06-01,north
592,2020-06-01,south
541,2020-06-01,east
593,2020-06-01,west
541,2020-06-01,north
525,2020-06-01,south
567,2020-06-01,east
583,2020-06-01,west
594,2020-06-01,north
546,2020-06-01,south
586,2020-06-01,east
576,2020-06-01,west
546,2020-06-01,north
505,2020-06-01,south
575,2020-06-01,east
532,2020-06-01,west
559,2020-06-02,north
598,2020-06-02,south
600,2020-06-02,east
589,2020-06-02,west
500,2020-06-02,north
530,2020-06-02,south
556,2020-06-02,east
513,2020-06-02,west
527,2020-06-02,north
501,2020-06-02,south
526,2020-06-02,east
588,2020-06-02,west
555,2020-06-02,north
578,2020-06-02,south
522,2020-06-02,east
541,2020-06-02,west
546,2020-06-02,north
530,2020-06-02,south
537,2020-06-02,east
598,2020-06-02,west
575,2020-06-02,north
562,2020-06-02,south
579,2020-06-02,east
530,2020-06-02,west
572,2020-06-02,north
576,2020-06-02,south
532,2020-06-02,east
540,2020-06-02,west
594,2020-06-03,north
528,2020-06-03,south
515,2020-06-03,east
539,2020-06-03,west
574,2020-06-03,north
586,2020-06-03,south
548,2020-06-03,east
548,2020-06-03,west
521,2020-06-03,north
511,2020-06-03,south
538,2020-06-03,east
559,2020-06-03,west
592,2020-06-03,north
573,2020-06-03,south
574,2020-06-03,east
580,2020-06-03,west
524,2020-06-03,north
576,2020-06-03,south
527,2020-06-03,east
581,2020-06-03,west
516,2020-06-03,north
558,2020-06-03,south
518,2020-06-03,east
551,2020-06-03,west
574,2020-06-03,north
585,2020-06-03,south
523,2020-06-03,east
561,2020-06-03,west
548,2020-06-04,north
509,2020-06-04,south
569,2020-06-04,east
591,2020-06-04,west
559,2020-06-04,north
581,2020-06-04,south
539,2020-06-04,east
529,2020-06-04,west
512,2020-06-04,north
528,2020-06-04,south
507,2020-06-04,east
520,2020-06-04,west
564,2020-06-04,north
590,2020-06-04,south
596,2020-06-04,east
594,2020-06-04,west
584,2020-06-04,north
524,2020-06-04,south
523,2020-06-04,east
565,2020-06-04,west
552,2020-06-04,north
510,2020-06-04,south
581,2020-06-04,east
586,2020-06-04,west
579,2020-06-04,north
568,2020-06-04,south
595,2020-06-04,east
594,2020-06-04,west
529,2020-06-05,north
544,2020-06-05,south
523,2020-06-05,east
522,2020-06-05,west
506,2020-06-05,north
571,2020-06-05,south
577,2020-06-05,east
504,2020-06-05,west
600,2020-06-05,north
538,2020-06-05,south
573,2020-06-05,east
573,2020-06-05,west
566,2020-06-05,north
588,2020-06-05,south
519,2020-06-05,east
532,2020-06-05,west
543,2020-06-05,north
536,2020-06-05,south
535,2020-06-05,east
546,2020-06-05,west
515,2020-06-05,north
599,2020-06-05,south
561,2020-06-05,east
532,2020-06-05,west
504,2020-06-05,north
517,2020-06-05,south
594,2020-06-05,east
589,2020-06-05,west
561,2020-06-06,north
563,2020-06-06,south
568,2020-06-06,east
583,2020-06-06,west
600,2020-06-06,north
543,2020-06-06,south
503,2020-06-06,east
516,2020-06-06,west
529,2020-06-06,north
591,2020-06-06,south
571,2020-06-06,east
571,2020-06-06,west
581,2020-06-06,north
557,2020-06-06,south
515,2020-06-06,east
599,2020-06-06,west
505,2020-06-06,north
600,2020-06-06,south
505,2020-06-06,east
541,2020-06-06,west
593,2020-06-06,north
566,2020-06-06,south
545,2020-06-06,east
554,2020-06-06,west
521,2020-06-06,north
548,2020-06-06,south
520,2020-06-06,east
582,2020-06-06,west
540,2020-06-07,north
550,2020-06-07,south
581,2020-06-07,east
558,2020-06-07,west
584,2020-06-07,north
573,2020-06-07,south
535,2020-06-07,east
543,2020-06-07,west
549,2020-06-07,north
586,2020-06-07,south
561,2020-06-07,east
589,2020-06-07,west
534,2020-06-07,north
507,2020-06-07,south
513,2020-06-07,east
600,2020-06-07,west
543,2020-06-07,north
571,2020-06-07,south
534,2020-06-07,east
547,2020-06-07,west
568,2020-06-07,north
543,2020-06-07,south
502,2020-06-07,east
507,2020-06-07,west
540,2020-06-07,north
528,2020-06-07,south
553,2020-06-07,east
556,2020-06-07,west
509,2020-06-08,north
546,2020-06-08,south
528,2020-06-08,east
565,2020-06-08,west
516,2020-06-08,north
520,2020-06-08,south
550,2020-06-08,east
511,2020-06-08,west
555,2020-06-08,north
533,2020-06-08,south
556,2020-06-08,east
531,2020-06-08,west
505,2020-06-08,north
515,2020-06-08,south
523,2020-06-08,east
579,2020-06-08,west
592,2020-06-08,north
587,2020-06-08,south
503,2020-06-08,east
593,2020-06-08,west
548,2020-06-08,north
578,2020-06-08,south
596,2020-06-08,east
540,2020-06-08,west
537,2020-06-08,north
597,2020-06-08,south
556,2020-06-08,east
523,2020-06-08,west
501,2020-06-09,north
523,2020-06-09,south
524,2020-06-09,east
531,2020-06-09,west
567,2020-06-09,north
560,2020-06-09,south
515,2020-06-09,east
586,2020-06-09,west
582,2020-06-09,north
544,2020-06-09,south
599,2020-06-09,east
514,2020-06-09,west
543,2020-06-09,north
541,2020-06-09,south
587,2020-06-09,east
525,2020-06-09,west
528,2020-06-09,north
535,2020-06-09,south
581,2020-06-09,east
509,2020-06-09,west
542,2020-06-09,north
559,2020-06-09,south
578,2020-06-09,east
506,2020-06-09,west
531,2020-06-09,north
589,2020-06-09,south
559,2020-06-09,east
588,2020-06-09,west
587,2020-06-10,north
504,2020-06-10,south
539,2020-06-10,east
531,2020-06-10,west
587,2020-06-10,north
569,2020-06-10,south
566,2020-06-10,east
586,2020-06-10,west
566,2020-06-10,north
545,2020-06-10,south
559,2020-06-10,east
543,2020-06-10,west
554,2020-06-10,north
595,2020-06-10,south
561,2020-06-10,east
512,2020-06-10,west
567,2020-06-10,north
580,2020-06-10,south
600,2020-06-10,east
551,2020-06-10,west
544,2020-06-10,north
596,2020-06-10,south
519,2020-06-10,east
574,2020-06-10,west
530,2020-06-10,north
528,2020-06-10,south
571,2020-06-10,east
528,2020-06-10,west
530,2020-06-11,north
537,2020-06-11,south
573,2020-06-11,east
573,2020-06-11,west
533,2020-06-11,north
503,2020-06-11,south
552,2020-06-11,east
519,2020-06-11,west
588,2020-06-11,north
538,2020-06-11,south
586,2020-06-11,east
584,2020-06-11,west
563,2020-06-11,north
574,2020-06-11,south
573,2020-06-11,east
554,2020-06-11,west
507,2020-06-11,north
584,2020-06-11,south
513,2020-06-11,east
547,2020-06-11,west
537,2020-06-11,north
549,2020-06-11,south
517,2020-06-11,east
537,2020-06-11,west
581,2020-06-11,north
564,2020-06-11,south
594,2020-06-11,east
556,2020-06-11,west
504,2020-06-12,north
592,2020-06-12,south
525,2020-06-12,east
582,2020-06-12,west
543,2020-06-12,north
526,2020-06-12,south
526,2020-06-12,east
561,2020-06-12,west
539,2020-06-12,north
542,2020-06-12,south
509,2020-06-12,east
566,2020-06-12,west
565,2020-06-12,north
579,2020-06-12,south
544,2020-06-12,east
504,2020-06-12,west
506,2020-06-12,north
541,2020-06-12,south
521,2020-06-12,east
577,2020-06-12,west
535,2020-06-12,north
504,2020-06-12,south
558,2020-06-12,east
594,2020-06-12,west
575,2020-06-12,north
565,2020-06-12,south
552,2020-06-12,east
539,2020-06-12,west
527,2020-06-13,north
563,2020-06-13,south
592,2020-06-13,east
520,2020-06-13,west
592,2020-06-13,north
543,2020-06-13,south
584,2020-06-13,east
562,2020-06-13,west
551,2020-06-13,north
549,2020-06-13,south
557,2020-06-13,east
586,2020-06-13,west
504,2020-06-13,north
547,2020-06-13,south
547,2020-06-13,east
545,2020-06-13,west
598,2020-06-13,north
572,2020-06-13,south
538,2020-06-13,east
509,2020-06-13,west
590,2020-06-13,north
512,2020-06-13,south
518,2020-06-13,east
581,2020-06-13,west
564,2020-06-13,north
512,2020-06-13,south
598,2020-06-13,east
511,2020-06-13,west
578,2020-06-14,north
596,2020-06-14,south
581,2020-06-14,east
573,2020-06-14,west
509,2020-06-14,north
573,2020-06-14,south
580,2020-06-14,east
595,2020-06-14,west
526,2020-06-14,north
524,2020-06-14,south
527,2020-06-14,east
509,2020-06-14,west
530,2020-06-14,north
582,2020-06-14,south
538,2020-06-14,east
571,2020-06-14,west
594,2020-06-14,north
533,2020-06-14,south
544,2020-06-14,east
518,2020-06-14,west
509,2020-06-14,north
585,2020-06-14,south
560,2020-06-14,east
572,2020-06-14,west
597,2020-06-14,north
547,2020-06-14,south
507,2020-06-14,east
583,2020-06-14,west
514,2020-06-15,north
586,2020-06-15,south
558,2020-06-15,east
528,2020-06-15,west
519,2020-06-15,north
587,2020-06-15,south
596,2020-06-15,east
600,2020-06-15,west
568,2020-06-15,north
527,2020-06-15,south
578,2020-06-15,east
553,2020-06-15,west
536,2020-06-15,north
572,2020-06-15,south
523,2020-06-15,east
548,2020-06-15,west
521,2020-06-15,north
557,2020-06-15,south
590,2020-06-15,east
569,2020-06-15,west
591,2020-06-15,north
530,2020-06-15,south
536,2020-06-15,east
559,2020-06-15,west
571,2020-06-15,north
579,2020-06-15,south
551,2020-06-15,east
504,2020-06-15,west
556,2020-06-16,north
540,2020-06-16,south
565,2020-06-16,east
546,2020-06-16,west
555,2020-06-16,north
598,2020-06-16,south
599,2020-06-16,east
524,2020-06-16,west
573,2020-06-16,north
560,2020-06-16,south
555,2020-06-16,east
527,2020-06-16,west
570,2020-06-16,north
515,2020-06-16,south
536,2020-06-16,east
536,2020-06-16,west
572,2020-06-16,north
597,2020-06-16,south
519,2020-06-16,east
530,2020-06-16,west
509,2020-06-16,north
594,2020-06-16,south
551,2020-06-16,east
539,2020-06-16,west
565,2020-06-16,north
520,2020-06-16,south
553,2020-06-16,east
512,2020-06-16,west
518,2020-06-17,north
553,2020-06-17,south
578,2020-06-17,east
509,2020-06-17,west
556,2020-06-17,north
532,2020-06-17,south
539,2020-06-17,east
526,2020-06-17,west
510,2020-06-17,north
507,2020-06-17,south
509,2020-06-17,east
531,2020-06-17,west
580,2020-06-17,north
534,2020-06-17,south
538,2020-06-17,east
539,2020-06-17,west
588,2020-06-17,north
500,2020-06-17,south
578,2020-06-17,east
590,2020-06-17,west
540,2020-06-17,north
561,2020-06-17,south
545,2020-06-17,east
572,2020-06-17,west
518,2020-06-17,north
540,2020-06-17,south
577,2020-06-17,east
526,2020-06-17,west
537,2020-06-18,north
578,2020-06-18,south
581,2020-06-18,east
519,2020-06-18,west
558,2020-06-18,north
596,2020-06-18,south
513,2020-06-18,east
566,2020-06-18,west
577,2020-06-18,north
600,2020-06-18,south
572,2020-06-18,east
517,2020-06-18,west
591,2020-06-18,north
549,2020-06-18,south
597,2020-06-18,east
516,2020-06-18,west
516,2020-06-18,north
542,2020-06-18,south
570,2020-06-18,east
542,2020-06-18,west
565,2020-06-18,north
517,2020-06-18,south
532,2020-06-18,east
507,2020-06-18,west
503,2020-06-18,north
556,2020-06-18,south
593,2020-06-18,east
518,2020-06-18,west
600,2020-06-19,north
512,2020-06-19,south
526,2020-06-19,east
505,2020-06-19,west
522,2020-06-19,north
589,2020-06-19,south
504,2020-06-19,east
563,2020-06-19,west
566,2020-06-19,north
503,2020-06-19,south
505,2020-06-19,east
568,2020-06-19,west
590,2020-06-19,north
525,2020-06-19,south
529,2020-06-19,east
581,2020-06-19,west
504,2020-06-19,north
539,2020-06-19,south
589,2020-06-19,east
525,2020-06-19,west
555,2020-06-19,north
559,2020-06-19,south
522,2020-06-19,east
533,2020-06-19,west
542,2020-06-19,north
598,2020-06-19,south
545,2020-06-19,east
569,2020-06-19,west
549,2020-06-20,north
547,2020-06-20,south
538,2020-06-20,east
506,2020-06-20,west
503,2020-06-20,north
575,2020-06-20,south
585,2020-06-20,east
556,2020-06-20,west
569,2020-06-20,north
516,2020-06-20,south
536,2020-06-20,east
586,2020-06-20,west
548,2020-06-20,north
510,2020-06-20,south
585,2020-06-20,east
597,2020-06-20,west
502,2020-06-20,north
501,2020-06-20,south
568,2020-06-20,east
581,2020-06-20,west
538,2020-06-20,north
589,2020-06-20,south
590,2020-06-20,east
577,2020-06-20,west
577,2020-06-20,north
511,2020-06-20,south
595,2020-06-20,east
588,2020-06-20,west
585,2020-06-21,north
540,2020-06-21,south
575,2020-06-21,east
556,2020-06-21,west
581,2020-06-21,north
596,2020-06-21,south
543,2020-06-21,east
590,2020-06-21,west
539,2020-06-21,north
556,2020-06-21,south
577,2020-06-21,east
517,2020-06-21,west
522,2020-06-21,north
596,2020-06-21,south
548,2020-06-21,east
580,2020-06-21,west
579,2020-06-21,north
580,2020-06-21,south
534,2020-06-21,east
559,2020-06-21,west
582,2020-06-21,north
531,2020-06-21,south
557,2020-06-21,east
500,2020-06-21,west
521,2020-06-21,north
534,2020-06-21,south
513,2020-06-21,east
533,2020-06-21,west
587,2020-06-22,north
514,2020-06-22,south
513,2020-06-22,east
508,2020-06-22,west
528,2020-06-22,north
534,2020-06-22,south
590,2020-06-22,east
567,2020-06-22,west
516,2020-06-22,north
505,2020-06-22,south
547,2020-06-22,east
550,2020-06-22,west
562,2020-06-22,north
550,2020-06-22,south
560,2020-06-22,east
500,2020-06-22,west
584,2020-06-22,north
551,2020-06-22,south
574,2020-06-22,east
519,2020-06-22,west
506,2020-06-22,north
589,2020-06-22,south
579,2020-06-22,east
539,2020-06-22,west
524,2020-06-22,north
520,2020-06-22,south
600,2020-06-22,east
542,2020-06-22,west
589,2020-06-23,north
527,2020-06-23,south
590,2020-06-23,east
586,2020-06-23,west
562,2020-06-23,north
591,2020-06-23,south
541,2020-06-23,east
556,2020-06-23,west
595,2020-06-23,north
597,2020-06-23,south
519,2020-06-23,east
522,2020-06-23,west
576,2020-06-23,north
595,2020-06-23,south
522,2020-06-23,east
509,2020-06-23,west
512,2020-06-23,north
540,2020-06-23,south
503,2020-06-23,east
577,2020-06-23,west
558,2020-06-23,north
564,2020-06-23,south
575,2020-06-23,east
542,2020-06-23,west
565,2020-06-23,north
534,2020-06-23,south
503,2020-06-23,east
551,2020-06-23,west
539,2020-06-24,north
506,2020-06-24,south
597,2020-06-24,east
565,2020-06-24,west
530,2020-06-24,north
570,2020-06-24,south
541,2020-06-24,east
572,2020-06-24,west
551,2020-06-24,north
510,2020-06-24,south
504,2020-06-24,east
580,2020-06-24,west
521,2020-06-24,north
504,2020-06-24,south
501,2020-06-24,east
531,2020-06-24,west
598,2020-06-24,north
557,2020-06-24,south
585,2020-06-24,east
594,2020-06-24,west
582,2020-06-24,north
598,2020-06-24,south
582,2020-06-24,east
576,2020-06-24,west
561,2020-06-24,north
508,2020-06-24,south
555,2020-06-24,east
589,2020-06-24,west
501,2020-06-25,north
598,2020-06-25,south
546,2020-06-25,east
512,2020-06-25,west
581,2020-06-25,north
564,2020-06-25,south
557,2020-06-25,east
544,2020-06-25,west
570,2020-06-25,north
553,2020-06-25,south
500,2020-06-25,east
539,2020-06-25,west
508,2020-06-25,north
588,2020-06-25,south
598,2020-06-25,east
590,2020-06-25,west
512,2020-06-25,north
507,2020-06-25,south
503,2020-06-25,east
522,2020-06-25,west
590,2020-06-25,north
567,2020-06-25,south
559,2020-06-25,east
590,2020-06-25,west
575,2020-06-25,north
519,2020-06-25,south
546,2020-06-25,east
563,2020-06-25,west
569,2020-06-26,north
526,2020-06-26,south
573,2020-06-26,east
576,2020-06-26,west
514,2020-06-26,north
550,2020-06-26,south
556,2020-06-26,east
511,2020-06-26,west
567,2020-06-26,north
564,2020-06-26,south
534,2020-06-26,east
547,2020-06-26,west
574,2020-06-26,north
575,2020-06-26,south
535,2020-06-26,east
501,2020-06-26,west
504,2020-06-26,north
537,2020-06-26,south
534,2020-06-26,east
561,2020-06-26,west
550,2020-06-26,north
533,2020-06-26,south
562,2020-06-26,east
575,2020-06-26,west
583,2020-06-26,north
597,2020-06-26,south
520,2020-06-26,east
576,2020-06-26,west
548,2020-06-27,north
509,2020-06-27,south
526,2020-06-27,east
541,2020-06-27,west
564,2020-06-27,north
600,2020-06-27,south
595,2020-06-27,east
572,2020-06-27,west
542,2020-06-27,north
505,2020-06-27,south
597,2020-06-27,east
588,2020-06-27,west
550,2020-06-27,north
537,2020-06-27,south
524,2020-06-27,east
566,2020-06-27,west
598,2020-06-27,north
543,2020-06-27,south
533,2020-06-27,east
587,2020-06-27,west
541,2020-06-27,north
563,2020-06-27,south
524,2020-06-27,east
532,2020-06-27,west
575,2020-06-27,north
575,2020-06-27,south
564,2020-06-27,east
567,2020-06-27,west
536,2020-06-28,north
593,2020-06-28,south
563,2020-06-28,east
543,2020-06-28,west
501,2020-06-28,north
540,2020-06-28,south
522,2020-06-28,east
500,2020-06-28,west
584,2020-06-28,north
521,2020-06-28,south
560,2020-06-28,east
523,2020-06-28,west
578,2020-06-28,north
541,2020-06-28,south
544,2020-06-28,east
589,2020-06-28,west
581,2020-06-28,north
507,2020-06-28,south
508,2020-06-28,east
590,2020-06-28,west
519,2020-06-28,north
590,2020-06-28,south
527,2020-06-28,east
552,2020-06-28,west
521,2020-06-28,north
553,2020-06-28,south
570,2020-06-28,east
575,2020-06-28,west
574,2020-06-29,north
554,2020-06-29,south
554,2020-06-29,east
501,2020-06-29,west
517,2020-06-29,north
546,2020-06-29,south
509,2020-06-29,east
560,2020-06-29,west
585,2020-06-29,north
579,2020-06-29,south
541,2020-06-29,east
568,2020-06-29,west
590,2020-06-29,north
581,2020-06-29,south
524,2020-06-29,east
553,2020-06-29,west
538,2020-06-29,north
528,2020-06-29,south
588,2020-06-29,east
509,2020-06-29,west
545,2020-06-29,north
506,2020-06-29,south
563,2020-06-29,east
553,2020-06-29,west
569,2020-06-29,north
566,2020-06-29,south
527,2020-06-29,east
527,2020-06-29,west
598,2020-06-30,north
524,2020-06-30,south
556,2020-06-30,east
549,2020-06-30,west
545,2020-06-30,north
595,2020-06-30,south
590,2020-06-30,east
583,2020-06-30,west
525,2020-06-30,north
573,2020-06-30,south
527,2020-06-30,east
538,2020-06-30,west
591,2020-06-30,north
567,2020-06-30,south
515,2020-06-30,east
590,2020-06-30,west
587,2020-06-30,north
509,2020-06-30,south
549,2020-06-30,east
531,2020-06-30,west
553,2020-06-30,north
584,2020-06-30,south
586,2020-06-30,east
502,2020-06-30,west
542,2020-06-30,north
547,2020-06-30,south
583,2020-06-30,east
508,2020-06-30,west
544,2020-07-01,north
526,2020-07-01,south
550,2020-07-01,east
599,2020-07-01,west
526,2020-07-01,north
557,2020-07-01,south
565,2020-07-01,east
528,2020-07-01,west
586,2020-07-01,north
574,2020-07-01,south
600,2020-07-01,east
526,2020-07-01,west
555,2020-07-01,north
551,2020-07-01,south
555,2020-07-01,east
541,2020-07-01,west
564,2020-07-01,north
511,2020-07-01,south
582,2020-07-01,east
521,2020-07-01,west
509,2020-07-01,north
584,2020-07-01,south
501,2020-07-01,east
539,2020-07-01,west
570,2020-07-01,north
535,2020-07-01,south
564,2020-07-01,east
588,2020-07-01,west
578,2020-07-02,north
578,2020-07-02,south
527,2020-07-02,east
555,2020-07-02,west
586,2020-07-02,north
523,2020-07-02,south
536,2020-07-02,east
574,2020-07-02,west
530,2020-07-02,north
503,2020-07-02,south
599,2020-07-02,east
566,2020-07-02,west
581,2020-07-02,north
575,2020-07-02,south
580,2020-07-02,east
592,2020-07-02,west
526,2020-07-02,north
540,2020-07-02,south
582,2020-07-02,east
528,2020-07-02,west
573,2020-07-02,north
596,2020-07-02,south
522,2020-07-02,east
595,2020-07-02,west
512,2020-07-02,north
541,2020-07-02,south
595,2020-07-02,east
553,2020-07-02,west
565,2020-07-03,north
567,2020-07-03,south
528,2020-07-03,east
506,2020-07-03,west
568,2020-07-03,north
549,2020-07-03,south
508,2020-07-03,east
574,2020-07-03,west
504,2020-07-03,north
596,2020-07-03,south
528,2020-07-03,east
596,2020-07-03,west
548,2020-07-03,north
548,2020-07-03,south
582,2020-07-03,east
526,2020-07-03,west
527,2020-07-03,north
593,2020-07-03,south
568,2020-07-03,east
592,2020-07-03,west
535,2020-07-03,north
540,2020-07-03,south
577,2020-07-03,east
588,2020-07-03,west
505,2020-07-03,north
516,2020-07-03,south
504,2020-07-03,east
575,2020-07-03,west
579,2020-07-04,north
552,2020-07-04,south
565,2020-07-04,east
521,2020-07-04,west
520,2020-07-04,north
523,2020-07-04,south
592,2020-07-04,east
567,2020-07-04,west
549,2020-07-04,north
571,2020-07-04,south
574,2020-07-04,east
592,2020-07-04,west
587,2020-07-04,north
568,2020-07-04,south
521,2020-07-04,east
581,2020-07-04,west
580,2020-07-04,north
587,2020-07-04,south
510,2020-07-04,east
567,2020-07-04,west
593,2020-07-04,north
519,2020-07-04,south
518,2020-07-04,east
508,2020-07-04,west
552,2020-07-04,north
517,2020-07-04,south
530,2020-07-04,east
531,2020-07-04,west
596,2020-07-05,north
582,2020-07-05,south
549,2020-07-05,east
509,2020-07-05,west
542,2020-07-05,north
581,2020-07-05,south
555,2020-07-05,east
596,2020-07-05,west
550,2020-07-05,north
571,2020-07-05,south
573,2020-07-05,east
522,2020-07-05,west
529,2020-07-05,north
554,2020-07-05,south
592,2020-07-05,east
500,2020-07-05,west
544,2020-07-05,north
510,2020-07-05,south
581,2020-07-05,east
587,2020-07-05,west
587,2020-07-05,north
576,2020-07-05,south
535,2020-07-05,east
510,2020-07-05,west
544,2020-07-05,north
592,2020-07-05,south
572,2020-07-05,east
581,2020-07-05,west
516,2020-07-06,north
524,2020-07-06,south
523,2020-07-06,east
509,2020-07-06,west
504,2020-07-06,north
529,2020-07-06,south
562,2020-07-06,east
525,2020-07-06,west
502,2020-07-06,north
550,2020-07-06,south
574,2020-07-06,east
537,2020-07-06,west
503,2020-07-06,north
563,2020-07-06,south
506,2020-07-06,east
543,2020-07-06,west
586,2020-07-06,north
531,2020-07-06,south
520,2020-07-06,east
546,2020-07-06,west
546,2020-07-06,north
505,2020-07-06,south
517,2020-07-06,east
540,2020-07-06,west
539,2020-07-06,north
539,2020-07-06,south
561,2020-07-06,east
521,2020-07-06,west
500,2020-07-07,north
597,2020-07-07,south
552,2020-07-07,east
581,2020-07-07,west
574,2020-07-07,north
500,2020-07-07,south
542,2020-07-07,east
518,2020-07-07,west
553,2020-07-07,north
598,2020-07-07,south
579,2020-07-07,east
530,2020-07-07,west
550,2020-07-07,north
581,2020-07-07,south
560,2020-07-07,east
570,2020-07-07,west
507,2020-07-07,north
504,2020-07-07,south
543,2020-07-07,east
584,2020-07-07,west
543,2020-07-07,north
528,2020-07-07,south
513,2020-07-07,east
593,2020-07-07,west
510,2020-07-07,north
599,2020-07-07,south
543,2020-07-07,east
553,2020-07-07,west
521,2020-07-08,north
574,2020-07-08,south
586,2020-07-08,east
508,2020-07-08,west
546,2020-07-08,north
513,2020-07-08,south
587,2020-07-08,east
514,2020-07-08,west
577,2020-07-08,north
522,2020-07-08,south
577,2020-07-08,east
522,2020-07-08,west
505,2020-07-08,north
504,2020-07-08,south
525,2020-07-08,east
550,2020-07-08,west
541,2020-07-08,north
522,2020-07-08,south
523,2020-07-08,east
521,2020-07-08,west
503,2020-07-08,north
516,2020-07-08,south
544,2020-07-08,east
578,2020-07-08,west
594,2020-07-08,north
546,2020-07-08,south
529,2020-07-08,east
567,2020-07-08,west
596,2020-07-09,north
571,2020-07-09,south
532,2020-07-09,east
572,2020-07-09,west
583,2020-07-09,north
543,2020-07-09,south
552,2020-07-09,east
574,2020-07-09,west
565,2020-07-09,north
575,2020-07-09,south
523,2020-07-09,east
513,2020-07-09,west
565,2020-07-09,north
572,2020-07-09,south
501,2020-07-09,east
531,2020-07-09,west
552,2020-07-09,north
558,2020-07-09,south
570,2020-07-09,east
515,2020-07-09,west
572,2020-07-09,north
588,2020-07-09,south
555,2020-07-09,east
523,2020-07-09,west
558,2020-07-09,north
526,2020-07-09,south
514,2020-07-09,east
550,2020-07-09,west
529,2020-07-10,north
503,2020-07-10,south
566,2020-07-10,east
505,2020-07-10,west
599,2020-07-10,north
542,2020-07-10,south
593,2020-07-10,east
574,2020-07-10,west
564,2020-07-10,north
597,2020-07-10,south
556,2020-07-10,east
581,2020-07-10,west
538,2020-07-10,north
524,2020-07-10,south
576,2020-07-10,east
528,2020-07-10,west
579,2020-07-10,north
576,2020-07-10,south
586,2020-07-10,east
541,2020-07-10,west
536,2020-07-10,north
567,2020-07-10,south
593,2020-07-10,east
555,2020-07-10,west
540,2020-07-10,north
571,2020-07-10,south
570,2020-07-10,east
568,2020-07-10,west
500,2020-07-11,north
563,2020-07-11,south
518,2020-07-11,east
503,2020-07-11,west
524,2020-07-11,north
587,2020-07-11,south
526,2020-07-11,east
600,2020-07-11,west
541,2020-07-11,north
504,2020-07-11,south
575,2020-07-11,east
551,2020-07-11,west
584,2020-07-11,north
545,2020-07-11,south
567,2020-07-11,east
587,2020-07-11,west
550,2020-07-11,north
568,2020-07-11,south
575,2020-07-11,east
506,2020-07-11,west
529,2020-07-11,north
568,2020-07-11,south
574,2020-07-11,east
517,2020-07-11,west
525,2020-07-11,north
524,2020-07-11,south
505,2020-07-11,east
548,2020-07-11,west
582,2020-07-12,north
524,2020-07-12,south
591,2020-07-12,east
532,2020-07-12,west
524,2020-07-12,north
548,2020-07-12,south
540,2020-07-12,east
561,2020-07-12,west
559,2020-07-12,north
562,2020-07-12,south
591,2020-07-12,east
562,2020-07-12,west
504,2020-07-12,north
593,2020-07-12,south
544,2020-07-12,east
550,2020-07-12,west
589,2020-07-12,north
526,2020-07-12,south
528,2020-07-12,east
530,2020-07-12,west
524,2020-07-12,north
545,2020-07-12,south
565,2020-07-12,east
525,2020-07-12,west
582,2020-07-12,north
568,2020-07-12,south
587,2020-07-12,east
501,2020-07-12,west
560,2020-07-13,north
588,2020-07-13,south
594,2020-07-13,east
576,2020-07-13,west
586,2020-07-13,north
509,2020-07-13,south
532,2020-07-13,east
535,2020-07-13,west
529,2020-07-13,north
549,2020-07-13,south
503,2020-07-13,east
519,2020-07-13,west
586,2020-07-13,north
523,2020-07-13,south
